정류장,count
주안역환승정류장,44
인하대역(1번출구),42
문학초등학교,35
원흥아파트,33
토지금고시장,28
남중학교,25
풍림아이원아파트,24
두산위브아파트,22
신동아아파트(B),21
기점(미정차),19
제물포역,18
신동아아파트3차,17
인천향교유림회관,16
동아풍림아파트,16
용일사거리,15
용현시장,15
인하대역(7번출구),15
서창센트럴푸르지오,15
강남역서초현대타워앞,14
현광아파트후문,14
인하대후문,13
아주아파트.미추홀학교,13
금호2차아파트,12
신천동,12
용현초등학교입구,11
현대3차아파트,11
동인천역,11
신창아파트,11
주안3동행정복지센터,11
용정초등학교,11
연학초등학교,11
신비마을아파트,10
정광아파트(병무청),10
부천시청역3번출구.경기예고.현대백화점,10
수봉마을쉼터,10
장미아파트,10
송도유원지(도로교통공단),10
학익사거리(동아풍림아파트),9
동막역(1번출구),9
토지금고,9
인천소방본부,9
신동아아파트5차,8
주안파크자이더플래티넘아파트,8
용일초등학교,8
신선초등학교,7
금호타운,7
한국아파트,7
진흥아파트,7
굴다리오거리,7
주안7동행정복지센터,7
송도파크레인동일하이빌,7
한양아파트,6
송내역남부,6
인천용학초등학교,6
삼익.광명아파트,6
현대4차아파트,6
신일교회,6
e편한세상정문,6
부천시청역1번출구,6
수봉공원,6
학산소극장,6
삼영아파트,6
학익동성당앞,6
학익고등학교,6
문학정보고입구,6
백운역,5
구월아시아드6단지,5
문학경로당,5
인천향교.인천도호부청사,5
벽산이삭아파트,5
신동아1.2차아파트,5
현광아파트,5
용현고개,5
정석항공과학고,5
금호아파트,5
용현고가교,5
석바위,5
백산아파트,5
서초아트자이아파트,5
계룡리슈빌,5
인천기계공고,5
정광아파트.만수주공11단지,5
신성성결교회(올림피아병원),5
로얄아파트,4
인명여자고등학교,4
동막역(3번출구),4
시민의숲.양재꽃시장,4
신동아아파트8차,4
문학우체국,4
신동아3차아파트,4
무지개아파트(동남아파트),4
나사렛국제병원앞,4
연흥아파트,4
롯데백화점(인천터미널),4
약대사거리,4
숭의로터리,4
남인천여자중학교,4
청능로사거리,3
신기.남부종합시장(진흥사거리),3
논현사거리,3
연희동행정복지센터,3
SK스카이뷰104동,3
석암초등학교앞,3
정병원,3
대림아파트,3
구월2동행정복지센터,3
굴다리,3
주안역,3
검암사거리,3
월드메르디앙아파트,3
벽산아파트(미추홀도서관),3
하나아파트,3
쌍용아파트,3
은지초등학교사거리,3
합정역,2
경남아너스빌,2
동인천,2
미송초등학교,2
태화두진아파트,2
가정(루원시티)역,2
힐스테이트푸르지오주안,2
극동.금호아파트,2
가좌농협,2
한국전력,2
호반써밋송도,2
학산사거리,2
신동아아파트,2
풍림1차아파트,2
인천가정법원.인천지방법원등기국,2
신중동역6번출구.중흥중학교,2
유원아파트,2
송도파크자이,2
주안사거리,2
도화IC,2
용남파출소,2
도림주공1단지,2
도림주공208동,2
라이프아파트,2
숭의역(1번출구),2
만수주공4단지,2
(구)시민회관사거리,2
남동구청,2
동춘동종점,2
길병원사거리,1
정부인천지방합동청사,1
종점(병무청),1
공작아파트,1
인천정보과학고등학교,1
송도풍림아이원2단지,1
태평아파트,1
경남아파트,1
올리브백화점,1
루원시티사거리,1
인하대역4번출구,1
신동아아파트4차,1
미추홀공원,1
수현마을,1
모래내시장역(3번출구),1
학익2동행정복지센터,1
숭덕여중고입구,1
남광로얄아파트,1
인천대입구역,1
인천의료원,1
인하대병원,1
교보생명,1
굴다리입구,1
신흥시장,1
하나로쇼핑,1
논현14단지등대마을,1
학익시장앞,1
숭의2동행정복지센터,1
루원이편한세상하늘채(125동),1
도림육교,1
운연역,1
임광그대가103동,1
남동세무서,1
삼미시장,1
신명아파트.대우3차아파트,1
신선초등학교앞,1
서창퍼스트뷰후문,1
도림주공2단지,1
논현14단지등대마을휴먼시아아파트,1
간석사거리,1
항운아파트,1
중구문화회관,1
벽산.이삭아파트,1
구월아시아드은빛호수공원,1
건설기술교육원,1
논고개길,1
이대역,1
옹진군청,1
학익사거리,1
장천사거리,1
송림고개(도화신동아아파트),1
도화동신협(구박문여고),1
동산고,1
인천항신국제여객터미널,1
용남시장,1
인천지방법원,1
모래내시장역(2번출구),1
삼성빌라(종점),1
힐스테이트학익104동앞,1
미추홀구청,1
인천시청후문,1
독정이고개,1
서울역,1
SK스카이뷰109동,1
주안2동치안센터,1
상동역1번출구.부천터미널소풍.홈플러스,1
정다운그린빌,1
